,DMDUNIT,LOC,STARTDATE,WEEK,SALES,Date,Normalized
36993,G1059,G1059_L3,2016-06-11,71,2.0,2017-10-21,0.08333333333333333
37520,G1059,G1059_L3,2016-06-11,72,0.0,2017-10-28,0.0
38047,G1059,G1059_L3,2016-06-11,73,0.0,2017-11-04,0.0
38574,G1059,G1059_L3,2016-06-11,74,0.0,2017-11-11,0.0
39101,G1059,G1059_L3,2016-06-11,75,0.0,2017-11-18,0.0
39628,G1059,G1059_L3,2016-06-11,76,0.0,2017-11-25,0.0
40155,G1059,G1059_L3,2016-06-11,77,1.0,2017-12-02,0.041666666666666664
40682,G1059,G1059_L3,2016-06-11,78,0.0,2017-12-09,0.0
41209,G1059,G1059_L3,2016-06-11,79,0.0,2017-12-16,0.0
41736,G1059,G1059_L3,2016-06-11,80,1.0,2017-12-23,0.041666666666666664
42263,G1059,G1059_L3,2016-06-11,81,0.0,2017-12-30,0.0
42790,G1059,G1059_L3,2016-06-11,82,0.0,2018-01-06,0.0
43317,G1059,G1059_L3,2016-06-11,83,0.0,2018-01-13,0.0
43844,G1059,G1059_L3,2016-06-11,84,0.0,2018-01-20,0.0
44371,G1059,G1059_L3,2016-06-11,85,0.0,2018-01-27,0.0
44898,G1059,G1059_L3,2016-06-11,86,0.0,2018-02-03,0.0
45425,G1059,G1059_L3,2016-06-11,87,0.0,2018-02-10,0.0
45952,G1059,G1059_L3,2016-06-11,88,2.0,2018-02-17,0.08333333333333333
46479,G1059,G1059_L3,2016-06-11,89,5.0,2018-02-24,0.20833333333333334
47006,G1059,G1059_L3,2016-06-11,90,1.0,2018-03-03,0.041666666666666664
47533,G1059,G1059_L3,2016-06-11,91,3.0,2018-03-10,0.125
48060,G1059,G1059_L3,2016-06-11,92,5.0,2018-03-17,0.20833333333333334
48587,G1059,G1059_L3,2016-06-11,93,5.0,2018-03-24,0.20833333333333334
49114,G1059,G1059_L3,2016-06-11,94,2.0,2018-03-31,0.08333333333333333
49641,G1059,G1059_L3,2016-06-11,95,7.0,2018-04-07,0.2916666666666667
50168,G1059,G1059_L3,2016-06-11,96,4.0,2018-04-14,0.16666666666666666
50695,G1059,G1059_L3,2016-06-11,97,5.0,2018-04-21,0.20833333333333334
51222,G1059,G1059_L3,2016-06-11,98,13.0,2018-04-28,0.5416666666666666
51749,G1059,G1059_L3,2016-06-11,99,16.0,2018-05-05,0.6666666666666666
52276,G1059,G1059_L3,2016-06-11,100,22.0,2018-05-12,0.9166666666666666
52803,G1059,G1059_L3,2016-06-11,101,13.0,2018-05-19,0.5416666666666666
53330,G1059,G1059_L3,2016-06-11,102,24.0,2018-05-26,1.0
53857,G1059,G1059_L3,2016-06-11,103,9.0,2018-06-02,0.375
54384,G1059,G1059_L3,2016-06-11,104,14.0,2018-06-09,0.5833333333333334
104,G1059,G1059_L4,2016-06-11,1,9.0,2016-06-18,0.47368421052631576
631,G1059,G1059_L4,2016-06-11,2,16.0,2016-06-25,0.8421052631578947
1158,G1059,G1059_L4,2016-06-11,3,16.0,2016-07-02,0.8421052631578947
1685,G1059,G1059_L4,2016-06-11,4,9.0,2016-07-09,0.47368421052631576
2212,G1059,G1059_L4,2016-06-11,5,6.0,2016-07-16,0.3157894736842105
2739,G1059,G1059_L4,2016-06-11,6,5.0,2016-07-23,0.2631578947368421
3266,G1059,G1059_L4,2016-06-11,7,5.0,2016-07-30,0.2631578947368421
3793,G1059,G1059_L4,2016-06-11,8,3.0,2016-08-06,0.15789473684210525
4320,G1059,G1059_L4,2016-06-11,9,5.0,2016-08-13,0.2631578947368421
4847,G1059,G1059_L4,2016-06-11,10,1.0,2016-08-20,0.05263157894736842
5374,G1059,G1059_L4,2016-06-11,11,6.0,2016-08-27,0.3157894736842105
5901,G1059,G1059_L4,2016-06-11,12,6.0,2016-09-03,0.3157894736842105
6428,G1059,G1059_L4,2016-06-11,13,13.0,2016-09-10,0.6842105263157895
6955,G1059,G1059_L4,2016-06-11,14,8.0,2016-09-17,0.42105263157894735
7482,G1059,G1059_L4,2016-06-11,15,5.0,2016-09-24,0.2631578947368421
8009,G1059,G1059_L4,2016-06-11,16,3.0,2016-10-01,0.15789473684210525
9063,G1059,G1059_L4,2016-06-11,18,0.0,2016-10-15,0.0
9590,G1059,G1059_L4,2016-06-11,19,0.0,2016-10-22,0.0
10117,G1059,G1059_L4,2016-06-11,20,0.0,2016-10-29,0.0
10644,G1059,G1059_L4,2016-06-11,21,0.0,2016-11-05,0.0
11171,G1059,G1059_L4,2016-06-11,22,0.0,2016-11-12,0.0
11698,G1059,G1059_L4,2016-06-11,23,1.0,2016-11-19,0.05263157894736842
12225,G1059,G1059_L4,2016-06-11,24,1.0,2016-11-26,0.05263157894736842
12752,G1059,G1059_L4,2016-06-11,25,0.0,2016-12-03,0.0
13279,G1059,G1059_L4,2016-06-11,26,5.0,2016-12-10,0.2631578947368421
13806,G1059,G1059_L4,2016-06-11,27,1.0,2016-12-17,0.05263157894736842
14333,G1059,G1059_L4,2016-06-11,28,6.0,2016-12-24,0.3157894736842105
14860,G1059,G1059_L4,2016-06-11,29,2.0,2016-12-31,0.10526315789473684
15387,G1059,G1059_L4,2016-06-11,30,2.0,2017-01-07,0.10526315789473684
15914,G1059,G1059_L4,2016-06-11,31,2.0,2017-01-14,0.10526315789473684
16441,G1059,G1059_L4,2016-06-11,32,2.0,2017-01-21,0.10526315789473684
16968,G1059,G1059_L4,2016-06-11,33,1.0,2017-01-28,0.05263157894736842
17495,G1059,G1059_L4,2016-06-11,34,0.0,2017-02-04,0.0
18022,G1059,G1059_L4,2016-06-11,35,2.0,2017-02-11,0.10526315789473684
18549,G1059,G1059_L4,2016-06-11,36,0.0,2017-02-18,0.0
19076,G1059,G1059_L4,2016-06-11,37,1.0,2017-02-25,0.05263157894736842
19603,G1059,G1059_L4,2016-06-11,38,2.0,2017-03-04,0.10526315789473684
20130,G1059,G1059_L4,2016-06-11,39,0.0,2017-03-11,0.0
20657,G1059,G1059_L4,2016-06-11,40,1.0,2017-03-18,0.05263157894736842
21184,G1059,G1059_L4,2016-06-11,41,0.0,2017-03-25,0.0
21711,G1059,G1059_L4,2016-06-11,42,0.0,2017-04-01,0.0
22238,G1059,G1059_L4,2016-06-11,43,1.0,2017-04-08,0.05263157894736842
22765,G1059,G1059_L4,2016-06-11,44,0.0,2017-04-15,0.0
23292,G1059,G1059_L4,2016-06-11,45,0.0,2017-04-22,0.0
23819,G1059,G1059_L4,2016-06-11,46,2.0,2017-04-29,0.10526315789473684
24346,G1059,G1059_L4,2016-06-11,47,2.0,2017-05-06,0.10526315789473684
24873,G1059,G1059_L4,2016-06-11,48,1.0,2017-05-13,0.05263157894736842
25400,G1059,G1059_L4,2016-06-11,49,3.0,2017-05-20,0.15789473684210525
25927,G1059,G1059_L4,2016-06-11,50,0.0,2017-05-27,0.0
26454,G1059,G1059_L4,2016-06-11,51,1.0,2017-06-03,0.05263157894736842
26981,G1059,G1059_L4,2016-06-11,52,0.0,2017-06-10,0.0
27508,G1059,G1059_L4,2016-06-11,53,0.0,2017-06-17,0.0
28035,G1059,G1059_L4,2016-06-11,54,0.0,2017-06-24,0.0
28562,G1059,G1059_L4,2016-06-11,55,0.0,2017-07-01,0.0
29089,G1059,G1059_L4,2016-06-11,56,0.0,2017-07-08,0.0
29616,G1059,G1059_L4,2016-06-11,57,0.0,2017-07-15,0.0
30143,G1059,G1059_L4,2016-06-11,58,0.0,2017-07-22,0.0
30670,G1059,G1059_L4,2016-06-11,59,0.0,2017-07-29,0.0
31197,G1059,G1059_L4,2016-06-11,60,1.0,2017-08-05,0.05263157894736842
31724,G1059,G1059_L4,2016-06-11,61,0.0,2017-08-12,0.0
32251,G1059,G1059_L4,2016-06-11,62,0.0,2017-08-19,0.0
32778,G1059,G1059_L4,2016-06-11,63,0.0,2017-08-26,0.0
33305,G1059,G1059_L4,2016-06-11,64,3.0,2017-09-02,0.15789473684210525
33832,G1059,G1059_L4,2016-06-11,65,1.0,2017-09-09,0.05263157894736842
34359,G1059,G1059_L4,2016-06-11,66,0.0,2017-09-16,0.0
34886,G1059,G1059_L4,2016-06-11,67,1.0,2017-09-23,0.05263157894736842
35413,G1059,G1059_L4,2016-06-11,68,1.0,2017-09-30,0.05263157894736842
35940,G1059,G1059_L4,2016-06-11,69,0.0,2017-10-07,0.0
36467,G1059,G1059_L4,2016-06-11,70,1.0,2017-10-14,0.05263157894736842
36994,G1059,G1059_L4,2016-06-11,71,1.0,2017-10-21,0.05263157894736842
37521,G1059,G1059_L4,2016-06-11,72,1.0,2017-10-28,0.05263157894736842
38048,G1059,G1059_L4,2016-06-11,73,2.0,2017-11-04,0.10526315789473684
38575,G1059,G1059_L4,2016-06-11,74,1.0,2017-11-11,0.05263157894736842
39102,G1059,G1059_L4,2016-06-11,75,0.0,2017-11-18,0.0
39629,G1059,G1059_L4,2016-06-11,76,0.0,2017-11-25,0.0
40156,G1059,G1059_L4,2016-06-11,77,2.0,2017-12-02,0.10526315789473684
40683,G1059,G1059_L4,2016-06-11,78,2.0,2017-12-09,0.10526315789473684
41210,G1059,G1059_L4,2016-06-11,79,14.0,2017-12-16,0.7368421052631579
41737,G1059,G1059_L4,2016-06-11,80,16.0,2017-12-23,0.8421052631578947
42264,G1059,G1059_L4,2016-06-11,81,19.0,2017-12-30,1.0
42791,G1059,G1059_L4,2016-06-11,82,6.0,2018-01-06,0.3157894736842105
43318,G1059,G1059_L4,2016-06-11,83,8.0,2018-01-13,0.42105263157894735
43845,G1059,G1059_L4,2016-06-11,84,13.0,2018-01-20,0.6842105263157895
44372,G1059,G1059_L4,2016-06-11,85,9.0,2018-01-27,0.47368421052631576
44899,G1059,G1059_L4,2016-06-11,86,16.0,2018-02-03,0.8421052631578947
45426,G1059,G1059_L4,2016-06-11,87,9.0,2018-02-10,0.47368421052631576
45953,G1059,G1059_L4,2016-06-11,88,18.0,2018-02-17,0.9473684210526315
46480,G1059,G1059_L4,2016-06-11,89,16.0,2018-02-24,0.8421052631578947
47007,G1059,G1059_L4,2016-06-11,90,19.0,2018-03-03,1.0
47534,G1059,G1059_L4,2016-06-11,91,15.0,2018-03-10,0.7894736842105263
48061,G1059,G1059_L4,2016-06-11,92,8.0,2018-03-17,0.42105263157894735
48588,G1059,G1059_L4,2016-06-11,93,14.0,2018-03-24,0.7368421052631579
49115,G1059,G1059_L4,2016-06-11,94,16.0,2018-03-31,0.8421052631578947
49642,G1059,G1059_L4,2016-06-11,95,16.0,2018-04-07,0.8421052631578947
50169,G1059,G1059_L4,2016-06-11,96,9.0,2018-04-14,0.47368421052631576
50696,G1059,G1059_L4,2016-06-11,97,11.0,2018-04-21,0.5789473684210527
51223,G1059,G1059_L4,2016-06-11,98,18.0,2018-04-28,0.9473684210526315
51750,G1059,G1059_L4,2016-06-11,99,9.0,2018-05-05,0.47368421052631576
52277,G1059,G1059_L4,2016-06-11,100,10.0,2018-05-12,0.5263157894736842
52804,G1059,G1059_L4,2016-06-11,101,17.0,2018-05-19,0.8947368421052632
53331,G1059,G1059_L4,2016-06-11,102,17.0,2018-05-26,0.8947368421052632
53858,G1059,G1059_L4,2016-06-11,103,11.0,2018-06-02,0.5789473684210527
54385,G1059,G1059_L4,2016-06-11,104,16.0,2018-06-09,0.8421052631578947
105,G1059,G1059_L5,2016-06-11,1,6.0,2016-06-18,0.75
632,G1059,G1059_L5,2016-06-11,2,1.0,2016-06-25,0.125
1159,G1059,G1059_L5,2016-06-11,3,2.0,2016-07-02,0.25
1686,G1059,G1059_L5,2016-06-11,4,5.0,2016-07-09,0.625
2213,G1059,G1059_L5,2016-06-11,5,4.0,2016-07-16,0.5
2740,G1059,G1059_L5,2016-06-11,6,1.0,2016-07-23,0.125
3267,G1059,G1059_L5,2016-06-11,7,5.0,2016-07-30,0.625
3794,G1059,G1059_L5,2016-06-11,8,2.0,2016-08-06,0.25
4321,G1059,G1059_L5,2016-06-11,9,1.0,2016-08-13,0.125
4848,G1059,G1059_L5,2016-06-11,10,5.0,2016-08-20,0.625
5375,G1059,G1059_L5,2016-06-11,11,4.0,2016-08-27,0.5
5902,G1059,G1059_L5,2016-06-11,12,2.0,2016-09-03,0.25
6429,G1059,G1059_L5,2016-06-11,13,5.0,2016-09-10,0.625
6956,G1059,G1059_L5,2016-06-11,14,4.0,2016-09-17,0.5
7483,G1059,G1059_L5,2016-06-11,15,4.0,2016-09-24,0.5
8010,G1059,G1059_L5,2016-06-11,16,3.0,2016-10-01,0.375
43319,G1059,G1059_L5,2016-06-11,83,0.0,2018-01-13,0.0
43846,G1059,G1059_L5,2016-06-11,84,0.0,2018-01-20,0.0
44373,G1059,G1059_L5,2016-06-11,85,0.0,2018-01-27,0.0
44900,G1059,G1059_L5,2016-06-11,86,1.0,2018-02-03,0.125
45427,G1059,G1059_L5,2016-06-11,87,0.0,2018-02-10,0.0
45954,G1059,G1059_L5,2016-06-11,88,0.0,2018-02-17,0.0
46481,G1059,G1059_L5,2016-06-11,89,0.0,2018-02-24,0.0
47008,G1059,G1059_L5,2016-06-11,90,2.0,2018-03-03,0.25
47535,G1059,G1059_L5,2016-06-11,91,4.0,2018-03-10,0.5
48062,G1059,G1059_L5,2016-06-11,92,2.0,2018-03-17,0.25
48589,G1059,G1059_L5,2016-06-11,93,1.0,2018-03-24,0.125
49116,G1059,G1059_L5,2016-06-11,94,1.0,2018-03-31,0.125
49643,G1059,G1059_L5,2016-06-11,95,1.0,2018-04-07,0.125
50170,G1059,G1059_L5,2016-06-11,96,5.0,2018-04-14,0.625
50697,G1059,G1059_L5,2016-06-11,97,2.0,2018-04-21,0.25
51224,G1059,G1059_L5,2016-06-11,98,4.0,2018-04-28,0.5
51751,G1059,G1059_L5,2016-06-11,99,7.0,2018-05-05,0.875
52278,G1059,G1059_L5,2016-06-11,100,8.0,2018-05-12,1.0
52805,G1059,G1059_L5,2016-06-11,101,6.0,2018-05-19,0.75
53332,G1059,G1059_L5,2016-06-11,102,3.0,2018-05-26,0.375
53859,G1059,G1059_L5,2016-06-11,103,2.0,2018-06-02,0.25
54386,G1059,G1059_L5,2016-06-11,104,4.0,2018-06-09,0.5
106,G1059,G1059_L6,2016-06-11,1,9.0,2016-06-18,0.8181818181818182
633,G1059,G1059_L6,2016-06-11,2,3.0,2016-06-25,0.2727272727272727
1160,G1059,G1059_L6,2016-06-11,3,3.0,2016-07-02,0.2727272727272727
1687,G1059,G1059_L6,2016-06-11,4,3.0,2016-07-09,0.2727272727272727
2214,G1059,G1059_L6,2016-06-11,5,2.0,2016-07-16,0.18181818181818182
2741,G1059,G1059_L6,2016-06-11,6,0.0,2016-07-23,0.0
3268,G1059,G1059_L6,2016-06-11,7,0.0,2016-07-30,0.0
3795,G1059,G1059_L6,2016-06-11,8,2.0,2016-08-06,0.18181818181818182
4322,G1059,G1059_L6,2016-06-11,9,1.0,2016-08-13,0.09090909090909091
4849,G1059,G1059_L6,2016-06-11,10,2.0,2016-08-20,0.18181818181818182
5376,G1059,G1059_L6,2016-06-11,11,1.0,2016-08-27,0.09090909090909091
5903,G1059,G1059_L6,2016-06-11,12,2.0,2016-09-03,0.18181818181818182
6430,G1059,G1059_L6,2016-06-11,13,2.0,2016-09-10,0.18181818181818182
6957,G1059,G1059_L6,2016-06-11,14,1.0,2016-09-17,0.09090909090909091
7484,G1059,G1059_L6,2016-06-11,15,1.0,2016-09-24,0.09090909090909091
8011,G1059,G1059_L6,2016-06-11,16,5.0,2016-10-01,0.45454545454545453
9065,G1059,G1059_L6,2016-06-11,18,0.0,2016-10-15,0.0
9592,G1059,G1059_L6,2016-06-11,19,0.0,2016-10-22,0.0
10119,G1059,G1059_L6,2016-06-11,20,0.0,2016-10-29,0.0
10646,G1059,G1059_L6,2016-06-11,21,0.0,2016-11-05,0.0
11173,G1059,G1059_L6,2016-06-11,22,0.0,2016-11-12,0.0
11700,G1059,G1059_L6,2016-06-11,23,0.0,2016-11-19,0.0
12227,G1059,G1059_L6,2016-06-11,24,0.0,2016-11-26,0.0
12754,G1059,G1059_L6,2016-06-11,25,0.0,2016-12-03,0.0
13281,G1059,G1059_L6,2016-06-11,26,0.0,2016-12-10,0.0
13808,G1059,G1059_L6,2016-06-11,27,0.0,2016-12-17,0.0
14335,G1059,G1059_L6,2016-06-11,28,0.0,2016-12-24,0.0
14862,G1059,G1059_L6,2016-06-11,29,0.0,2016-12-31,0.0
15389,G1059,G1059_L6,2016-06-11,30,0.0,2017-01-07,0.0
15916,G1059,G1059_L6,2016-06-11,31,0.0,2017-01-14,0.0
16443,G1059,G1059_L6,2016-06-11,32,1.0,2017-01-21,0.09090909090909091
16970,G1059,G1059_L6,2016-06-11,33,1.0,2017-01-28,0.09090909090909091
17497,G1059,G1059_L6,2016-06-11,34,0.0,2017-02-04,0.0
18024,G1059,G1059_L6,2016-06-11,35,0.0,2017-02-11,0.0
18551,G1059,G1059_L6,2016-06-11,36,0.0,2017-02-18,0.0
19078,G1059,G1059_L6,2016-06-11,37,0.0,2017-02-25,0.0
19605,G1059,G1059_L6,2016-06-11,38,0.0,2017-03-04,0.0
20132,G1059,G1059_L6,2016-06-11,39,0.0,2017-03-11,0.0
20659,G1059,G1059_L6,2016-06-11,40,1.0,2017-03-18,0.09090909090909091
21186,G1059,G1059_L6,2016-06-11,41,0.0,2017-03-25,0.0
21713,G1059,G1059_L6,2016-06-11,42,1.0,2017-04-01,0.09090909090909091
22240,G1059,G1059_L6,2016-06-11,43,0.0,2017-04-08,0.0
22767,G1059,G1059_L6,2016-06-11,44,0.0,2017-04-15,0.0
23294,G1059,G1059_L6,2016-06-11,45,0.0,2017-04-22,0.0
23821,G1059,G1059_L6,2016-06-11,46,0.0,2017-04-29,0.0
24348,G1059,G1059_L6,2016-06-11,47,0.0,2017-05-06,0.0
24875,G1059,G1059_L6,2016-06-11,48,0.0,2017-05-13,0.0
25402,G1059,G1059_L6,2016-06-11,49,1.0,2017-05-20,0.09090909090909091
25929,G1059,G1059_L6,2016-06-11,50,0.0,2017-05-27,0.0
26456,G1059,G1059_L6,2016-06-11,51,0.0,2017-06-03,0.0
26983,G1059,G1059_L6,2016-06-11,52,0.0,2017-06-10,0.0
27510,G1059,G1059_L6,2016-06-11,53,0.0,2017-06-17,0.0
28037,G1059,G1059_L6,2016-06-11,54,0.0,2017-06-24,0.0
28564,G1059,G1059_L6,2016-06-11,55,1.0,2017-07-01,0.09090909090909091
29091,G1059,G1059_L6,2016-06-11,56,0.0,2017-07-08,0.0
29618,G1059,G1059_L6,2016-06-11,57,0.0,2017-07-15,0.0
30145,G1059,G1059_L6,2016-06-11,58,0.0,2017-07-22,0.0
30672,G1059,G1059_L6,2016-06-11,59,0.0,2017-07-29,0.0
31199,G1059,G1059_L6,2016-06-11,60,0.0,2017-08-05,0.0
31726,G1059,G1059_L6,2016-06-11,61,0.0,2017-08-12,0.0
32253,G1059,G1059_L6,2016-06-11,62,0.0,2017-08-19,0.0
32780,G1059,G1059_L6,2016-06-11,63,0.0,2017-08-26,0.0
33307,G1059,G1059_L6,2016-06-11,64,0.0,2017-09-02,0.0
33834,G1059,G1059_L6,2016-06-11,65,0.0,2017-09-09,0.0
34361,G1059,G1059_L6,2016-06-11,66,0.0,2017-09-16,0.0
34888,G1059,G1059_L6,2016-06-11,67,0.0,2017-09-23,0.0
35415,G1059,G1059_L6,2016-06-11,68,0.0,2017-09-30,0.0
35942,G1059,G1059_L6,2016-06-11,69,0.0,2017-10-07,0.0
36469,G1059,G1059_L6,2016-06-11,70,0.0,2017-10-14,0.0
36996,G1059,G1059_L6,2016-06-11,71,0.0,2017-10-21,0.0
37523,G1059,G1059_L6,2016-06-11,72,0.0,2017-10-28,0.0
38050,G1059,G1059_L6,2016-06-11,73,0.0,2017-11-04,0.0
38577,G1059,G1059_L6,2016-06-11,74,0.0,2017-11-11,0.0
39104,G1059,G1059_L6,2016-06-11,75,0.0,2017-11-18,0.0
39631,G1059,G1059_L6,2016-06-11,76,0.0,2017-11-25,0.0
40158,G1059,G1059_L6,2016-06-11,77,0.0,2017-12-02,0.0
40685,G1059,G1059_L6,2016-06-11,78,0.0,2017-12-09,0.0
41212,G1059,G1059_L6,2016-06-11,79,0.0,2017-12-16,0.0
41739,G1059,G1059_L6,2016-06-11,80,2.0,2017-12-23,0.18181818181818182
42266,G1059,G1059_L6,2016-06-11,81,2.0,2017-12-30,0.18181818181818182
42793,G1059,G1059_L6,2016-06-11,82,10.0,2018-01-06,0.9090909090909091
43320,G1059,G1059_L6,2016-06-11,83,4.0,2018-01-13,0.36363636363636365
43847,G1059,G1059_L6,2016-06-11,84,2.0,2018-01-20,0.18181818181818182
44374,G1059,G1059_L6,2016-06-11,85,1.0,2018-01-27,0.09090909090909091
44901,G1059,G1059_L6,2016-06-11,86,2.0,2018-02-03,0.18181818181818182
45428,G1059,G1059_L6,2016-06-11,87,1.0,2018-02-10,0.09090909090909091
45955,G1059,G1059_L6,2016-06-11,88,6.0,2018-02-17,0.5454545454545454
46482,G1059,G1059_L6,2016-06-11,89,5.0,2018-02-24,0.45454545454545453
47009,G1059,G1059_L6,2016-06-11,90,4.0,2018-03-03,0.36363636363636365
47536,G1059,G1059_L6,2016-06-11,91,8.0,2018-03-10,0.7272727272727273
48063,G1059,G1059_L6,2016-06-11,92,5.0,2018-03-17,0.45454545454545453
48590,G1059,G1059_L6,2016-06-11,93,10.0,2018-03-24,0.9090909090909091
49117,G1059,G1059_L6,2016-06-11,94,10.0,2018-03-31,0.9090909090909091
49644,G1059,G1059_L6,2016-06-11,95,11.0,2018-04-07,1.0
50171,G1059,G1059_L6,2016-06-11,96,9.0,2018-04-14,0.8181818181818182
50698,G1059,G1059_L6,2016-06-11,97,8.0,2018-04-21,0.7272727272727273
51225,G1059,G1059_L6,2016-06-11,98,4.0,2018-04-28,0.36363636363636365
51752,G1059,G1059_L6,2016-06-11,99,6.0,2018-05-05,0.5454545454545454
52279,G1059,G1059_L6,2016-06-11,100,5.0,2018-05-12,0.45454545454545453
52806,G1059,G1059_L6,2016-06-11,101,8.0,2018-05-19,0.7272727272727273
53333,G1059,G1059_L6,2016-06-11,102,9.0,2018-05-26,0.8181818181818182
53860,G1059,G1059_L6,2016-06-11,103,8.0,2018-06-02,0.7272727272727273
54387,G1059,G1059_L6,2016-06-11,104,9.0,2018-06-09,0.8181818181818182
107,G1420,G1420_L0,2016-06-11,1,15.0,2016-06-18,0.6
634,G1420,G1420_L0,2016-06-11,2,14.0,2016-06-25,0.56
1161,G1420,G1420_L0,2016-06-11,3,21.0,2016-07-02,0.84
1688,G1420,G1420_L0,2016-06-11,4,24.0,2016-07-09,0.96
2215,G1420,G1420_L0,2016-06-11,5,18.0,2016-07-16,0.72
2742,G1420,G1420_L0,2016-06-11,6,16.0,2016-07-23,0.64
3269,G1420,G1420_L0,2016-06-11,7,25.0,2016-07-30,1.0
3796,G1420,G1420_L0,2016-06-11,8,25.0,2016-08-06,1.0
4323,G1420,G1420_L0,2016-06-11,9,17.0,2016-08-13,0.68
4850,G1420,G1420_L0,2016-06-11,10,20.0,2016-08-20,0.8
5377,G1420,G1420_L0,2016-06-11,11,13.0,2016-08-27,0.52
5904,G1420,G1420_L0,2016-06-11,12,4.0,2016-09-03,0.16
6431,G1420,G1420_L0,2016-06-11,13,7.0,2016-09-10,0.28
6958,G1420,G1420_L0,2016-06-11,14,5.0,2016-09-17,0.2
7485,G1420,G1420_L0,2016-06-11,15,4.0,2016-09-24,0.16
8012,G1420,G1420_L0,2016-06-11,16,1.0,2016-10-01,0.04
8539,G1420,G1420_L0,2016-06-11,17,4.0,2016-10-08,0.16
9066,G1420,G1420_L0,2016-06-11,18,9.0,2016-10-15,0.36
9593,G1420,G1420_L0,2016-06-11,19,7.0,2016-10-22,0.28
10120,G1420,G1420_L0,2016-06-11,20,6.0,2016-10-29,0.24
10647,G1420,G1420_L0,2016-06-11,21,3.0,2016-11-05,0.12
11174,G1420,G1420_L0,2016-06-11,22,4.0,2016-11-12,0.16
11701,G1420,G1420_L0,2016-06-11,23,8.0,2016-11-19,0.32
12228,G1420,G1420_L0,2016-06-11,24,6.0,2016-11-26,0.24
12755,G1420,G1420_L0,2016-06-11,25,2.0,2016-12-03,0.08
13282,G1420,G1420_L0,2016-06-11,26,8.0,2016-12-10,0.32
13809,G1420,G1420_L0,2016-06-11,27,7.0,2016-12-17,0.28
14336,G1420,G1420_L0,2016-06-11,28,13.0,2016-12-24,0.52
14863,G1420,G1420_L0,2016-06-11,29,1.0,2016-12-31,0.04
15390,G1420,G1420_L0,2016-06-11,30,7.0,2017-01-07,0.28
15917,G1420,G1420_L0,2016-06-11,31,8.0,2017-01-14,0.32
16444,G1420,G1420_L0,2016-06-11,32,3.0,2017-01-21,0.12
16971,G1420,G1420_L0,2016-06-11,33,7.0,2017-01-28,0.28
17498,G1420,G1420_L0,2016-06-11,34,11.0,2017-02-04,0.44
18025,G1420,G1420_L0,2016-06-11,35,13.0,2017-02-11,0.52
18552,G1420,G1420_L0,2016-06-11,36,12.0,2017-02-18,0.48
19079,G1420,G1420_L0,2016-06-11,37,18.0,2017-02-25,0.72
19606,G1420,G1420_L0,2016-06-11,38,15.0,2017-03-04,0.6
20133,G1420,G1420_L0,2016-06-11,39,15.0,2017-03-11,0.6
20660,G1420,G1420_L0,2016-06-11,40,17.0,2017-03-18,0.68
21187,G1420,G1420_L0,2016-06-11,41,20.0,2017-03-25,0.8
21714,G1420,G1420_L0,2016-06-11,42,13.0,2017-04-01,0.52
22241,G1420,G1420_L0,2016-06-11,43,17.0,2017-04-08,0.68
22768,G1420,G1420_L0,2016-06-11,44,15.0,2017-04-15,0.6
23295,G1420,G1420_L0,2016-06-11,45,13.0,2017-04-22,0.52
23822,G1420,G1420_L0,2016-06-11,46,15.0,2017-04-29,0.6
24349,G1420,G1420_L0,2016-06-11,47,5.0,2017-05-06,0.2
24876,G1420,G1420_L0,2016-06-11,48,9.0,2017-05-13,0.36
25403,G1420,G1420_L0,2016-06-11,49,1.0,2017-05-20,0.04
25930,G1420,G1420_L0,2016-06-11,50,4.0,2017-05-27,0.16
26457,G1420,G1420_L0,2016-06-11,51,7.0,2017-06-03,0.28
26984,G1420,G1420_L0,2016-06-11,52,6.0,2017-06-10,0.24
27511,G1420,G1420_L0,2016-06-11,53,4.0,2017-06-17,0.16
28038,G1420,G1420_L0,2016-06-11,54,7.0,2017-06-24,0.28
28565,G1420,G1420_L0,2016-06-11,55,8.0,2017-07-01,0.32
29092,G1420,G1420_L0,2016-06-11,56,9.0,2017-07-08,0.36
29619,G1420,G1420_L0,2016-06-11,57,6.0,2017-07-15,0.24
30146,G1420,G1420_L0,2016-06-11,58,5.0,2017-07-22,0.2
30673,G1420,G1420_L0,2016-06-11,59,9.0,2017-07-29,0.36
31200,G1420,G1420_L0,2016-06-11,60,5.0,2017-08-05,0.2
31727,G1420,G1420_L0,2016-06-11,61,3.0,2017-08-12,0.12
32254,G1420,G1420_L0,2016-06-11,62,6.0,2017-08-19,0.24
32781,G1420,G1420_L0,2016-06-11,63,2.0,2017-08-26,0.08
33308,G1420,G1420_L0,2016-06-11,64,8.0,2017-09-02,0.32
33835,G1420,G1420_L0,2016-06-11,65,5.0,2017-09-09,0.2
34362,G1420,G1420_L0,2016-06-11,66,6.0,2017-09-16,0.24
34889,G1420,G1420_L0,2016-06-11,67,2.0,2017-09-23,0.08
35416,G1420,G1420_L0,2016-06-11,68,4.0,2017-09-30,0.16
35943,G1420,G1420_L0,2016-06-11,69,4.0,2017-10-07,0.16
36470,G1420,G1420_L0,2016-06-11,70,5.0,2017-10-14,0.2
36997,G1420,G1420_L0,2016-06-11,71,4.0,2017-10-21,0.16
37524,G1420,G1420_L0,2016-06-11,72,4.0,2017-10-28,0.16
